respondent_id,age_group,gender,education,heard_term_gender_sensitization,gender_is_binary_or_nonbinary,received_gender_training,support_school_curriculum,support_workplace_training,sensitization_helps_relationships,stereotype_men_rational_women_emotional,stereotype_women_bad_drivers,view_okay_for_men_to_cry,stereotype_men_strong_women_weak,stereotype_women_better_housekeepers,stereotype_gentle_men_less_masculine,childcare_only_mother_responsibility,woman_home_man_provider_role,chores_divided_equally_if_both_work,support_equal_pay,support_gender_diversity_quotas,discrimination_observed_nearby,support_gender_neutral_language,encourage_girls_nontraditional_careers,man_should_have_final_say_home,woman_should_not_tolerate_violence,sexist_jokes_okay,sensitization_reduces_gbv
R0108,26-35,Female,Bachelor's degree,Yes,Binary,No,"No, not required","Yes, definitely",No,Agree,Neutral,Agree,Disagree,Disagree,Disagree,Yes,No,"Yes, definitely",Yes,Unsure,Yes,Maybe,Maybe,No,No,No,Maybe
R0109,18-25,Female,Bachelor's degree,Yes,Binary,Yes,"Yes, definitely","Yes, definitely",Yes,Neutral,Disagree,Agree,Disagree,Neutral,Disagree,No,Yes,"Yes, definitely",No,No,No,Maybe,No,No,Yes,No,Yes
R0110,18-25,Male,Bachelor's degree,No,Unsure,No,"Yes, definitely","Yes, definitely",No,Disagree,Neutral,Agree,Agree,Disagree,Agree,No,No,"Yes, definitely",Yes,Unsure,Unsure,Yes,No,Maybe,No,No,Maybe
R0111,18-25,Female,Bachelor's degree,No,Binary,No,"Yes, definitely","No, not required",Yes,Neutral,Agree,Agree,Disagree,Neutral,Disagree,No,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,Maybe,Yes,No,Yes
R0112,18-25,Female,Bachelor's degree,No,Non-binary,No,"Yes, definitely","Yes, definitely",Maybe,Agree,Disagree,Disagree,Agree,Agree,Agree,No,No,"Yes, definitely",Yes,Yes,No,Yes,Yes,Maybe,No,Yes,Yes
R0113,18-25,Male,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Agree,Agree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
R0114,18-25,Female,Bachelor's degree,Yes,Unsure,Yes,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Agree,Disagree,Disagree,Agree,No,No,"No, the woman should manage both",Yes,Yes,No,Maybe,Yes,No,Yes,No,Maybe
R0115,18-25,Male,Master's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Agree,Neutral,Neutral,Disagree,Yes,No,"No, the woman should manage both",Yes,Unsure,No,Maybe,Yes,Maybe,Yes,No,Yes
R0116,18-25,Male,Bachelor's degree,Yes,Unsure,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Agree,Agree,Disagree,Neutral,Neutral,No,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
R0117,18-25,Female,High school or equivalent,No,Binary,No,"Yes, definitely","No, not required",Maybe,Agree,Disagree,Agree,Agree,Disagree,Disagree,Yes,No,"Yes, definitely",No,Yes,No,Yes,Yes,No,No,No,Maybe
R0118,18-25,Female,Master's degree,Yes,Non-binary,Yes,"Yes, definitely","Yes, definitely",Yes,Neutral,Neutral,Agree,Disagree,Neutral,Disagree,No,No,"Yes, definitely",Yes,Yes,No,Yes,Yes,No,No,No,Yes
R0119,18-25,Male,Bachelor's degree,Yes,Binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Agree,Agree,Neutral,Neutral,Disagree,No,Yes,"Yes, definitely",Yes,No,No,Yes,Maybe,No,No,No,Yes
R0120,18-25,Female,Master's degree,Yes,Non-binary,Yes,"Yes, definitely","Yes, definitely",Yes,Disagree,Neutral,Agree,Agree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,No,No,Yes,No,No
R0121,18-25,Female,Bachelor's degree,Yes,Unsure,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Agree,Neutral,Agree,Disagree,No,Yes,"Yes, definitely",Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes
R0122,18-25,Female,Master's degree,Yes,Binary,Yes,"Yes, definitely",Maybe,Maybe,Agree,Disagree,Agree,Agree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,No,Yes,Maybe,No,Yes,No,Maybe
R0123,18-25,Male,Bachelor's degree,Yes,Binary,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Neutral,Agree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Maybe,Yes,Yes,No,No,Yes
R0124,18-25,Female,Bachelor's degree,No,Binary,Yes,"Yes, definitely","Yes, definitely",Yes,Agree,Neutral,Agree,Disagree,Disagree,Agree,No,Yes,"Yes, definitely",Yes,Yes,Yes,Maybe,Yes,No,Yes,No,Yes
R0125,More than 35,Female,Bachelor's degree,No,Binary,Yes,"No, not required","No, not required",Yes,Agree,Disagree,Agree,Disagree,Disagree,Agree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,No,No,No,No,No
R0126,18-25,Male,Bachelor's degree,Yes,Binary,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Agree,Agree,Disagree,Agree,No,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
R0127,18-25,Male,Master's degree,Yes,Binary,No,Maybe,Maybe,Yes,Agree,Agree,Agree,Disagree,Agree,Agree,Yes,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
R0128,18-25,Female,Master's degree,Yes,Binary,Yes,"Yes, definitely","Yes, definitely",Maybe,Agree,Neutral,Agree,Disagree,Neutral,Disagree,No,No,"Yes, definitely",Yes,No,Yes,Yes,Yes,Maybe,No,No,Yes
R0129,18-25,Female,Bachelor's degree,Yes,Binary,Yes,"Yes, definitely",Maybe,No,Agree,Neutral,Agree,Disagree,Agree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,No,Yes,No,No,No,Yes
R0130,18-25,Female,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","No, not required",Yes,Disagree,Agree,Agree,Disagree,Neutral,Agree,No,Yes,"No, the woman should manage both",Yes,Yes,No,Yes,Yes,No,Yes,No,Maybe
R0131,18-25,Male,Bachelor's degree,Yes,Binary,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Agree,Disagree,Agree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
R0132,18-25,Male,Master's degree,No,Binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Agree,Agree,Disagree,Agree,No,No,"Yes, definitely",Yes,No,Yes,Yes,Maybe,Yes,No,Yes,Yes
R0133,26-35,Female,Bachelor's degree,Yes,Non-binary,Yes,"No, not required",Maybe,Yes,Disagree,Neutral,Agree,Disagree,Disagree,Agree,No,No,"Yes, definitely",Yes,Yes,Unsure,No,Yes,No,Maybe,Maybe,Yes
R0134,18-25,Male,Bachelor's degree,Yes,Binary,No,Maybe,"Yes, definitely",No,Disagree,Agree,Agree,Disagree,Disagree,Disagree,No,No,"No, the woman should manage both",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
R0135,18-25,Female,Bachelor's degree,No,Unsure,No,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Agree,Agree,Agree,Disagree,No,Yes,"Yes, definitely",Yes,No,Yes,Maybe,Yes,Maybe,Yes,No,Yes
R0136,18-25,Female,Bachelor's degree,Yes,Unsure,Yes,"No, not required","No, not required",Yes,Disagree,Agree,Agree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",Yes,No,Yes,Yes,Yes,Maybe,No,No,No
R0137,18-25,Male,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Agree,Agree,Disagree,Agree,No,No,"Yes, definitely",Yes,Yes,Yes,Maybe,Yes,No,No,No,Yes
R0138,18-25,Male,High school or equivalent,Yes,Binary,No,"Yes, definitely","Yes, definitely",Maybe,Disagree,Neutral,Agree,Neutral,Agree,Disagree,No,No,"Yes, definitely",Yes,Unsure,No,Yes,Maybe,Maybe,No,No,Yes
R0139,18-25,Female,Bachelor's degree,No,Non-binary,Yes,Maybe,"Yes, definitely",Yes,Neutral,Agree,Disagree,Disagree,Agree,Agree,No,No,"Yes, definitely",Yes,Yes,Yes,Maybe,No,Yes,No,Yes,No
R0140,18-25,Male,Bachelor's degree,Yes,Binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Agree,Disagree,Agree,Disagree,No,No,"Yes, definitely",Yes,Yes,No,Yes,Maybe,No,Yes,No,Yes
R0141,18-25,Female,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Maybe,Disagree,Neutral,Agree,Disagree,Neutral,Disagree,No,No,"No, the woman should manage both",Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
R0142,18-25,Female,Bachelor's degree,Yes,Non-binary,Yes,"Yes, definitely",Maybe,Yes,Agree,Neutral,Disagree,Disagree,Neutral,Neutral,No,No,"Yes, definitely",Yes,Yes,No,Yes,Yes,No,No,No,Yes
R0143,18-25,Female,Bachelor's degree,Yes,Binary,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Agree,Agree,Agree,Disagree,Disagree,No,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,Yes,Maybe
R0144,18-25,Male,Bachelor's degree,No,Binary,Yes,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,No,Maybe,Yes,No,No,No,Yes
R0145,18-25,Female,Master's degree,Yes,Binary,No,"Yes, definitely","Yes, definitely",No,Disagree,Neutral,Agree,Disagree,Disagree,Agree,No,Yes,"Yes, definitely",Yes,Yes,Unsure,Yes,Yes,No,No,Maybe,Yes
R0146,18-25,Female,Master's degree,Yes,Binary,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Neutral,Agree,Disagree,Neutral,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
R0147,18-25,Male,Bachelor's degree,Yes,Unsure,No,"Yes, definitely","Yes, definitely",Yes,Agree,Neutral,Agree,Agree,Disagree,Agree,No,Yes,"Yes, definitely",Yes,Yes,Yes,No,Yes,No,No,No,No
R0148,18-25,Male,Bachelor's degree,No,Unsure,No,Maybe,"Yes, definitely",Maybe,Disagree,Agree,Agree,Agree,Disagree,Agree,No,No,"Yes, definitely",Yes,Yes,Yes,Maybe,Yes,No,No,No,Yes
R0149,18-25,Female,Master's degree,Yes,Binary,No,"Yes, definitely","Yes, definitely",Maybe,Neutral,Disagree,Agree,Disagree,Disagree,Agree,No,Yes,"Yes, definitely",Yes,Yes,Yes,Maybe,Yes,Yes,No,No,Yes
R0150,18-25,Male,Bachelor's degree,No,Non-binary,No,"Yes, definitely",Maybe,Yes,Agree,Agree,Agree,Disagree,Agree,Agree,Yes,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
R0151,18-25,Male,Bachelor's degree,Yes,Binary,No,"Yes, definitely",Maybe,Yes,Disagree,Disagree,Agree,Agree,Agree,Disagree,No,No,"Yes, definitely",Yes,Yes,Unsure,Yes,Yes,No,Yes,No,Yes
R0152,18-25,Male,High school or equivalent,Yes,Unsure,No,"Yes, definitely","Yes, definitely",Yes,Neutral,Neutral,Agree,Disagree,Agree,Disagree,No,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,No,Maybe
R0153,18-25,Female,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Neutral,Neutral,Agree,Neutral,Agree,Disagree,Yes,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,Maybe,Yes,Maybe,Maybe
R0154,18-25,Female,Bachelor's degree,No,Non-binary,No,"Yes, definitely","No, not required",Yes,Agree,Disagree,Agree,Agree,Agree,Disagree,No,No,"Yes, definitely",Yes,Unsure,Yes,Yes,Yes,No,No,No,Maybe
R0155,26-35,Male,Bachelor's degree,Yes,Unsure,Yes,"No, not required","Yes, definitely",Maybe,Disagree,Disagree,Agree,Disagree,Agree,Agree,No,No,"Yes, definitely",Yes,Unsure,No,Yes,Yes,Yes,No,No,Yes
R0156,18-25,Female,Master's degree,No,Unsure,No,"No, not required","No, not required",Yes,Agree,Disagree,Agree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Unsure,No,Yes,Yes,No,No,No,Yes
R0157,18-25,Female,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Agree,Disagree,Agree,Agree,No,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,Maybe,No,Yes,Yes
R0158,More than 35,Male,Master's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Agree,Disagree,Disagree,Disagree,No,Yes,"Yes, definitely",Yes,Unsure,Yes,Yes,Yes,Maybe,Maybe,No,Yes
R0159,18-25,Female,Master's degree,Yes,Non-binary,No,"Yes, definitely",Maybe,Yes,Agree,Disagree,Agree,Agree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
R0160,18-25,Female,Bachelor's degree,No,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Neutral,Disagree,Agree,Agree,Agree,Agree,No,No,"Yes, definitely",Yes,No,Yes,Yes,Yes,No,Yes,No,Yes
R0161,18-25,Male,Bachelor's degree,No,Binary,No,Maybe,"Yes, definitely",Yes,Neutral,Disagree,Agree,Disagree,Neutral,Disagree,Yes,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
R0162,18-25,Male,Bachelor's degree,Yes,Unsure,No,"Yes, definitely","Yes, definitely",Yes,Neutral,Neutral,Agree,Agree,Disagree,Agree,Yes,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
R0163,18-25,Male,Master's degree,Yes,Non-binary,Yes,"Yes, definitely",Maybe,Yes,Neutral,Disagree,Agree,Disagree,Disagree,Disagree,No,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
R0164,18-25,Male,Bachelor's degree,No,Unsure,No,"Yes, definitely","Yes, definitely",Maybe,Neutral,Agree,Agree,Agree,Disagree,Agree,No,No,"Yes, definitely",Yes,No,Yes,Maybe,Yes,Yes,No,No,No
R0165,More than 35,Male,Bachelor's degree,Yes,Binary,Yes,"Yes, definitely","Yes, definitely",No,Disagree,Disagree,Agree,Disagree,Neutral,Disagree,Yes,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
R0166,18-25,Female,High school or equivalent,Yes,Binary,No,"No, not required","No, not required",Yes,Agree,Disagree,Agree,Disagree,Agree,Agree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
R0167,18-25,Male,Bachelor's degree,Yes,Binary,No,"Yes, definitely",Maybe,Maybe,Disagree,Agree,Agree,Disagree,Agree,Disagree,Yes,No,"Yes, definitely",Yes,Yes,No,Maybe,Yes,Yes,No,No,Yes
R0168,18-25,Male,Bachelor's degree,Yes,Binary,No,"Yes, definitely","Yes, definitely",Yes,Neutral,Agree,Agree,Agree,Disagree,Agree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
R0169,18-25,Female,Master's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Neutral,Disagree,Agree,Agree,Disagree,Neutral,No,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
R0170,18-25,Female,Bachelor's degree,Yes,Unsure,Yes,"Yes, definitely","Yes, definitely",Yes,Agree,Neutral,Agree,Disagree,Disagree,Neutral,No,No,"Yes, definitely",Yes,No,Yes,Yes,Yes,Yes,Yes,No,Maybe
R0171,18-25,Male,Bachelor's degree,No,Non-binary,No,"No, not required","Yes, definitely",Yes,Agree,Neutral,Agree,Disagree,Disagree,Agree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
R0172,26-35,Male,Bachelor's degree,Yes,Unsure,Yes,Maybe,"Yes, definitely",Yes,Neutral,Disagree,Agree,Disagree,Disagree,Agree,Yes,No,"Yes, definitely",Yes,Yes,Unsure,Maybe,Yes,No,No,No,Maybe
R0173,18-25,Male,High school or equivalent,Yes,Binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Agree,Disagree,Agree,Agree,No,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
R0174,18-25,Male,Bachelor's degree,Yes,Non-binary,Yes,"Yes, definitely",Maybe,Yes,Neutral,Agree,Agree,Disagree,Disagree,Disagree,No,Yes,"Yes, definitely",No,Yes,Unsure,Yes,Yes,No,Yes,No,Yes
R0175,18-25,Female,Bachelor's degree,Yes,Unsure,No,Maybe,Maybe,Yes,Disagree,Agree,Agree,Agree,Agree,Disagree,Yes,No,"Yes, definitely",Yes,No,Yes,Maybe,Yes,No,No,No,Yes
R0176,18-25,Male,Bachelor's degree,Yes,Non-binary,Yes,"Yes, definitely","Yes, definitely",Maybe,Disagree,Neutral,Agree,Disagree,Disagree,Agree,No,No,"Yes, definitely",Yes,Unsure,Yes,Yes,Yes,No,Yes,No,Yes
R0177,18-25,Male,Bachelor's degree,Yes,Binary,Yes,"Yes, definitely","Yes, definitely",No,Disagree,Neutral,Agree,Disagree,Neutral,Disagree,Yes,No,"Yes, definitely",Yes,Unsure,No,Yes,Yes,Maybe,No,No,Yes
R0178,18-25,Male,Master's degree,No,Binary,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Neutral,Agree,Disagree,Disagree,Agree,No,No,"Yes, definitely",No,Unsure,Yes,Yes,Maybe,No,No,Yes,No
R0179,26-35,Female,Bachelor's degree,Yes,Non-binary,No,Maybe,"No, not required",Yes,Disagree,Agree,Agree,Disagree,Disagree,Agree,No,Yes,"Yes, definitely",Yes,Yes,No,Yes,Yes,No,Yes,No,Maybe
R0180,18-25,Male,Bachelor's degree,Yes,Non-binary,Yes,"Yes, definitely","Yes, definitely",Yes,Neutral,Disagree,Agree,Neutral,Neutral,Disagree,No,Yes,"Yes, definitely",Yes,Yes,Yes,Maybe,Yes,No,No,No,Yes
R0181,18-25,Male,Master's degree,Yes,Non-binary,No,"Yes, definitely","No, not required",Yes,Agree,Disagree,Agree,Disagree,Disagree,Agree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
R0182,18-25,Female,Master's degree,No,Non-binary,Yes,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Agree,Disagree,Agree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,Yes,No,Maybe
R0183,18-25,Male,Master's degree,No,Non-binary,No,"Yes, definitely",Maybe,Yes,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Yes,Yes,"Yes, definitely",Yes,Yes,Yes,Maybe,Yes,No,Yes,No,Yes
R0184,18-25,Male,High school or equivalent,Yes,Binary,No,"Yes, definitely","Yes, definitely",Maybe,Agree,Agree,Agree,Agree,Neutral,Disagree,No,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
R0185,18-25,Male,Master's degree,Yes,Binary,Yes,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",Yes,No,No,No,Yes,Yes,Yes,Maybe,Yes
R0186,18-25,Female,Bachelor's degree,No,Binary,Yes,"Yes, definitely","Yes, definitely",Yes,Disagree,Agree,Agree,Disagree,Neutral,Agree,Yes,No,"Yes, definitely",Yes,No,Unsure,Yes,Yes,No,No,No,Yes
R0187,18-25,Male,Bachelor's degree,Yes,Binary,Yes,"Yes, definitely","Yes, definitely",Yes,Disagree,Agree,Agree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,Unsure,Yes,Yes,Yes,No,No,Maybe
R0188,18-25,Male,Bachelor's degree,Yes,Binary,No,"Yes, definitely",Maybe,Yes,Neutral,Disagree,Agree,Neutral,Disagree,Disagree,No,No,"Yes, definitely",Yes,No,No,Yes,Yes,No,No,No,Yes
R0189,18-25,Female,Bachelor's degree,Yes,Unsure,No,Maybe,"Yes, definitely",Yes,Disagree,Disagree,Agree,Neutral,Disagree,Disagree,No,Yes,"Yes, definitely",Yes,Unsure,No,Yes,Yes,No,Yes,No,Yes
R0190,18-25,Female,Bachelor's degree,Yes,Non-binary,Yes,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
R0191,18-25,Female,Bachelor's degree,Yes,Non-binary,Yes,"Yes, definitely","Yes, definitely",Yes,Disagree,Agree,Agree,Disagree,Agree,Disagree,No,No,"Yes, definitely",Yes,Yes,No,Maybe,Yes,No,Maybe,No,Yes
R0192,18-25,Male,Master's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Neutral,Agree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
R0193,18-25,Male,Master's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,Maybe,No,No,Yes
R0194,18-25,Male,Master's degree,Yes,Unsure,Yes,"Yes, definitely",Maybe,Maybe,Disagree,Disagree,Agree,Agree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
R0195,18-25,Female,Master's degree,Yes,Unsure,Yes,"Yes, definitely","Yes, definitely",No,Disagree,Agree,Agree,Disagree,Disagree,Agree,No,No,"Yes, definitely",Yes,Unsure,Yes,Maybe,Yes,No,No,No,Yes
R0196,18-25,Female,Bachelor's degree,Yes,Unsure,No,"Yes, definitely","No, not required",Yes,Agree,Agree,Agree,Disagree,Disagree,Disagree,No,Yes,"Yes, definitely",Yes,Yes,No,Yes,Yes,No,No,No,Yes
R0197,18-25,Male,Bachelor's degree,Yes,Unsure,Yes,"Yes, definitely","Yes, definitely",Yes,Disagree,Neutral,Agree,Disagree,Agree,Disagree,No,Yes,"Yes, definitely",No,Unsure,No,Yes,Yes,Maybe,No,No,No
R0198,18-25,Female,Bachelor's degree,No,Binary,Yes,"Yes, definitely",Maybe,Yes,Disagree,Disagree,Agree,Disagree,Neutral,Disagree,No,Yes,"Yes, definitely",Yes,No,Yes,Yes,Yes,No,No,Maybe,Maybe
R0199,18-25,Female,High school or equivalent,Yes,Unsure,Yes,"Yes, definitely","Yes, definitely",Maybe,Agree,Agree,Agree,Disagree,Agree,Disagree,No,Yes,"Yes, definitely",Yes,No,Unsure,Yes,Yes,No,Yes,No,Yes
R0200,18-25,Female,Bachelor's degree,Yes,Non-binary,Yes,"Yes, definitely","Yes, definitely",Yes,Disagree,Agree,Agree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Maybe,Yes,Maybe,No,No,Maybe
R0201,18-25,Female,Master's degree,Yes,Unsure,Yes,"No, not required",Maybe,Yes,Agree,Agree,Agree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
R0202,18-25,Male,Bachelor's degree,Yes,Binary,Yes,"No, not required","Yes, definitely",Maybe,Neutral,Disagree,Agree,Agree,Neutral,Agree,No,No,"Yes, definitely",No,Unsure,No,Yes,Yes,Maybe,No,Yes,Yes
R0203,26-35,Male,Master's degree,Yes,Binary,Yes,"Yes, definitely","Yes, definitely",Yes,Agree,Neutral,Agree,Disagree,Disagree,Neutral,No,Yes,"Yes, definitely",Yes,No,Yes,Yes,Maybe,Yes,No,No,Yes
R0204,18-25,Male,Master's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Neutral,Disagree,Agree,Neutral,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,Unsure,Maybe,Yes,No,Yes,No,No
R0205,18-25,Male,Master's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Maybe,Disagree,Agree,Agree,Disagree,Agree,Disagree,No,No,"Yes, definitely",Yes,Yes,No,Yes,Yes,Yes,No,No,Yes
R0206,18-25,Female,Bachelor's degree,No,Non-binary,No,"Yes, definitely","Yes, definitely",Maybe,Agree,Agree,Agree,Disagree,Disagree,Disagree,No,Yes,"Yes, definitely",No,Yes,Yes,Yes,Yes,Maybe,No,No,Yes
R0207,18-25,Male,Bachelor's degree,No,Non-binary,No,"Yes, definitely",Maybe,Yes,Agree,Disagree,Agree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",No,Yes,Yes,Maybe,Yes,Yes,No,No,Yes
R0208,18-25,Male,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Maybe,Disagree,Disagree,Agree,Disagree,Agree,Agree,Yes,No,"Yes, definitely",Yes,No,No,Yes,Yes,No,No,No,Maybe
R0209,18-25,Female,Bachelor's degree,Yes,Unsure,No,"Yes, definitely","Yes, definitely",Yes,Agree,Agree,Agree,Agree,Disagree,Disagree,No,Yes,"Yes, definitely",Yes,Yes,Yes,Maybe,Yes,Maybe,No,No,No
R0210,18-25,Male,Bachelor's degree,Yes,Binary,No,"Yes, definitely","Yes, definitely",Yes,Neutral,Agree,Agree,Disagree,Agree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Maybe,Yes,No,Yes,Yes,Yes
R0211,18-25,Male,Bachelor's degree,No,Binary,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Yes,Yes,"Yes, definitely",Yes,Yes,Yes,Maybe,Yes,Yes,No,No,Yes
R0212,18-25,Female,High school or equivalent,No,Non-binary,No,"Yes, definitely",Maybe,Yes,Disagree,Disagree,Agree,Agree,Disagree,Disagree,No,Yes,"Yes, definitely",Yes,Unsure,Yes,Yes,Yes,No,No,No,Maybe
R0213,18-25,Female,Bachelor's degree,Yes,Binary,No,"No, not required","Yes, definitely",Yes,Disagree,Agree,Agree,Disagree,Disagree,Disagree,No,Yes,"Yes, definitely",Yes,Unsure,Yes,Maybe,Yes,No,No,Yes,Yes
R0214,18-25,Female,High school or equivalent,Yes,Binary,No,"Yes, definitely",Maybe,Maybe,Agree,Neutral,Agree,Agree,Neutral,Disagree,No,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,Yes,No,Maybe,Yes
R0215,18-25,Male,Master's degree,Yes,Unsure,Yes,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Agree,Agree,Disagree,Disagree,No,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,Maybe,Yes,Maybe,Yes
R0216,18-25,Female,High school or equivalent,No,Binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Neutral,Agree,Disagree,Agree,Neutral,No,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Maybe,No,Yes,No,Yes
R0217,18-25,Male,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Agree,Agree,Disagree,Neutral,Disagree,Yes,No,"Yes, definitely",Yes,Unsure,No,Yes,No,Yes,No,No,Yes
R0218,18-25,Male,Bachelor's degree,Yes,Binary,Yes,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Agree,Disagree,Disagree,Neutral,No,No,"Yes, definitely",Yes,Yes,Yes,Maybe,No,No,Yes,No,Yes
